Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall,NegOutcome
0.7212148,0.94051653,0.39688268,0,1
1.3540075,1.3681221,0.48570058,0,1
1.4709703,0.9965249,0.36533144,0,1
1.4044111,0.42055228,0.16141334,0,1
1.1936343,-0.6530017,0.16361542,0,1
1.1922553,-0.88874716,0.3564105,0,1
1.2910075,-0.5883426,0.13362306,0,1
1.0257268,-0.641202,-0.4509804,0,1
0.8764554,-0.9040928,-0.54497325,0,1
0.7098025,-0.85704803,-0.33856535,0,1
0.7466652,-0.4551525,-0.22542354,0,1
0.41183382,0.64454365,-0.25292268,0,1
-0.6234565,1.6972837,-0.17592146,0,1
-0.75866485,1.4501896,-0.3111638,0,1
0.16587456,-0.27507305,-0.03458649,0,1
0.52529085,-0.73447704,0.24950221,0,1
0.31132364,-0.5847788,0.14940572,0,1
0.39372656,-0.2904615,0.19277002,0,1
0.6422689,-0.15959737,0.22584829,0,1
0.7694269,0.16304687,0.18003054,0,1
0.72506696,0.38940528,0.10657675,0,1
0.42291152,0.30858803,0.05273292,0,1
0.048244756,-0.2080946,0.032679114,0,1
-0.008587917,-0.1506195,-0.02291199,0,1
0.22789133,0.06684304,0.035837572,0,1
0.2995844,0.08699227,0.028325303,0,1
0.06687221,0.06317901,-0.122714676,0,1
-0.08666423,-0.030048378,-0.08748413,0,1
-0.15259346,-0.06253529,-0.08366211,0,1
-0.08637216,-0.000721932,0.019997695,0,1
-0.069590986,0.062281605,-0.012704158,0,1
0.07226842,0.064240456,-0.035685122,0,1
0.25541404,0.18737508,0.07143855,0,1
0.10413353,0.23549366,-0.004015164,0,1
-0.40199545,-0.016101856,-0.16338982,0,1
-0.5436657,-0.15782262,-0.14967255,0,1
-0.29177126,-0.17886926,-0.1316334,0,1
-0.043196686,-0.07403184,-0.05492132,0,1
-0.009791874,0.039541245,0.003991318,0,1
-0.03970493,0.13365746,0.025745582,0,1
-0.05021582,0.06582165,0.044502772,0,1
0.18329254,0.10957147,0.1320922,0,1
0.6258736,0.21514799,0.07938306,0,1
0.78355795,0.17874338,-0.107281856,0,1
0.6714995,-0.07759859,-0.54250944,0,1
0.46575278,-0.20527652,-0.6554798,0,1
-0.028708681,-0.029815719,-0.7866013,0,1
-0.8425452,0.24371237,-0.8298565,0,1
-1.094871,0.1752824,-0.83414733,0,1
-0.87258255,-0.21638113,-0.7949323,0,1
-0.4690672,-0.24971396,-0.84318954,0,1
0.61278665,0.16517158,-1.1073709,0,1
0.8075548,0.323451,-0.81260014,0,1
0.5159575,0.23281573,-0.5178618,0,1
-0.040264715,0.08900355,-0.22149244,0,1
-0.13432728,0.07508086,-0.27893525,0,1
-0.4545137,-0.04306319,-0.26722157,0,1
-0.72389275,0.029597254,-0.23554227,0,1
-0.62159085,0.14697453,-0.34303284,0,1
-0.01575379,-0.052255657,-0.48565984,0,1
0.5001744,-0.43600085,-0.603886,0,1
0.8629744,-0.992712,-0.57549006,0,1
-1.0106262,-0.5385151,0.2324558,0,1
-2.3162646,0.32376668,0.61318314,0,1
-2.9389343,1.9203186,0.44007844,0,1
-1.8414862,1.5218534,0.08672765,0,1
0.6816412,0.041133896,0.023623766,0,1
0.8748589,-0.13065335,0.20349838,0,1
0.575576,0.06828502,0.32506454,0,1
0.25188613,0.11392214,0.32132083,0,1
0.2521458,-0.06272791,0.20559768,0,1
0.27162072,-0.3927717,0.2639031,0,1
-0.09650834,-0.41205978,0.27613696,0,1
-0.32007647,-0.42866993,0.20038633,0,1
-0.8049447,-0.7927313,-0.13516943,0,1
-1.0158892,-0.9782277,-0.26877776,0,1
-0.99524355,-0.6638556,-0.18612541,0,1
-0.47456396,0.7696552,0.0801259,0,1
-0.47373852,1.3774614,0.18893874,0,1
-0.08477244,1.1878128,0.4444003,0,1
0.6420367,0.8284655,0.69889665,0,1
2.1362543,0.96368134,1.0593152,0,1
2.1908941,0.21331033,0.8136127,0,1
1.8604975,-0.058790118,0.9087697,0,1
1.1281506,-0.20605847,0.08826266,0,1
1.2818271,-0.70616055,-0.06255235,0,1
1.676526,-1.1979237,0.38366532,0,1
0.26381615,0.1056128,0.6649534,0,1
-0.7705067,1.5913563,0.38523534,0,1
-0.51787853,2.3536596,-0.83609784,0,1
0.55831647,0.39686868,-0.5016887,0,1
1.1215872,-1.6008348,0.21930605,0,1
-0.5541618,-0.554677,-0.18932085,0,1
-0.8474529,-0.27016738,-0.36067733,0,1
-0.15984792,-0.096598655,-0.5381245,0,1
-0.069309294,-0.12527946,-0.5376795,0,1
-0.6148532,-0.015112909,-0.32586724,0,1
-1.2039254,-0.2473679,-0.29052243,0,1
-1.114568,-0.3107367,-0.29045233,0,1
-0.25037512,0.12685774,-0.12046193,0,1
0.16771816,0.32145786,-0.10134304,0,1
0.8648088,-0.21510313,0.059753407,0,1
0.5864208,-1.0819721,0.27143365,0,1
-0.002983518,-1.0504513,0.2740657,0,1
-1.2106607,0.3390188,0.15012546,0,1
-1.5466624,1.1964674,-0.057870794,0,1
-1.0187739,1.2680779,-0.20265488,0,1
0.23045538,0.07759096,0.1858603,0,1
0.4777357,-0.18299481,0.27460852,0,1
0.24764466,-0.28485772,0.2392165,0,1
0.040039174,-0.318779,0.14838117,0,1
-0.19430056,-0.1845932,-0.033492565,0,1
-0.38096341,0.29016495,0.006529669,0,1
-0.44844064,0.48290825,-0.014793889,0,1
-0.27643883,0.37314606,-0.05671972,0,1
-0.12309123,0.18276499,-0.08741401,0,1
0.17862737,-0.027625088,-0.12132381,0,1
0.42879006,-0.021738049,-0.08467295,0,1
0.40214264,-0.050194737,-0.07788557,0,1
0.223041,-0.052122116,-0.11969268,0,1
0.17012696,-0.026811602,-0.10572603,0,1
0.062849894,0.06744289,-0.10360669,0,1
0.08597172,0.050769806,-0.04687723,0,1
