Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall,NegOutcome
-0.056674242,0.04835415,-0.059585813,0,1
-0.051954668,0.05068493,-0.01991199,0,1
-0.053047247,0.053792953,0.003451099,0,1
-0.031260822,0.041719437,0.003829149,0,1
0.009001307,0.017386436,-0.023880797,0,1
0.011058798,0.035637856,-0.028451513,0,1
-0.008491204,0.03747177,-0.01380032,0,1
-0.02043894,0.024140358,-0.023243025,0,1
-0.017613444,0.027693748,-0.01816659,0,1
0.001270444,0.023029327,-0.002226794,0,1
0.004633192,0.023309708,-0.002517947,0,1
-0.03087128,0.041978836,-0.007321178,0,1
-0.053720083,0.029429436,0.01164045,0,1
-0.042965546,0.026986122,0.006732767,0,1
-0.034078427,0.05085659,0.006996256,0,1
-0.06285579,0.044499397,0.014128891,0,1
-0.043938633,0.012495041,0.033707637,0,1
-0.027554028,0.045707703,0.037053816,0,1
-0.03276801,0.050891876,0.015474627,0,1
-0.022940584,0.042307854,0.01665685,0,1
0.004898041,0.029491425,0.029428706,0,1
0.017460164,0.02446556,0.008843559,0,1
0.008783009,0.01307869,-0.011438176,0,1
0.000415058,0.005013466,-0.001189998,0,1
-0.011234984,-0.002753258,0.041566104,0,1
-0.011051714,0.005782127,0.048345406,0,1
-0.006220673,0.038877487,0.028876968,0,1
-0.036401153,0.018712044,0.02371839,0,1
-0.051442888,0.014678001,0.03361239,0,1
-0.05240347,0.014570236,0.03587506,0,1
-0.020390322,0.022821426,0.006273863,0,1
-0.008802232,0.032481194,-0.027964897,0,1
-0.0367461,0.027543068,0.003073864,0,1
-0.0324863,0.042220116,0.017599508,0,1
0.005004765,0.046827316,-0.012086429,0,1
0.016793324,0.033560753,-0.029686764,0,1
0.001069495,0.023427963,-0.014948178,0,1
-0.040456276,0.018810272,0.001620101,0,1
-0.054142475,0.006411552,-0.013883675,0,1
-0.054791667,0.015695572,-0.050081402,0,1
-0.058257006,0.03491497,-0.04572698,0,1
-0.04150259,0.04791069,-0.040447038,0,1
-0.030041315,0.037890434,-0.024023782,0,1
-0.012831469,0.03686428,-0.010506751,0,1
-0.000572139,0.047089577,0.012533664,0,1
-0.00170715,0.037487984,0.01136801,0,1
0.0058384,0.028242111,-0.021364225,0,1
0.022951238,0.05117321,-0.05266551,0,1
0.02943774,0.04813099,-0.035616726,0,1
0.038954828,0.016818047,-0.010092845,0,1
0.021041296,0.014535904,-0.009355272,0,1
