Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall,NegOutcome
-0.010560051,-0.056746483,0.002131131,0,1
-0.020378182,-0.05634308,0.003826554,0,1
-0.019120753,-0.046862602,0.009220229,0,1
-0.003529517,-0.040595055,0.018663805,0,1
0.000809601,-0.05205536,0.004129403,0,1
-0.017192382,-0.05993271,-0.025531631,0,1
-0.069982074,-0.06536865,-0.081858695,0,1
-0.17072567,-0.044306755,-0.17194527,0,1
-0.22734432,-0.019558907,-0.22674967,0,1
-0.3177538,0.047495842,-0.27786458,0,1
-0.33674648,0.061674118,-0.29017836,0,1
-0.35070255,0.052456856,-0.3129165,0,1
-0.33866072,0.004832268,-0.28166384,0,1
-0.2980072,-0.00650692,-0.24872592,0,1
-0.18655242,-0.019883156,-0.18719053,0,1
-0.14696398,-0.020596504,-0.1525265,0,1
-0.13542113,-0.011583328,-0.1007003,0,1
-0.11407489,-0.008178711,-0.036643185,0,1
-0.09545784,0.001661301,-0.009479638,0,1
-0.05158147,-0.007464409,0.000906086,0,1
-0.054493807,-0.015683174,-0.003727859,0,1
-0.094176464,-0.024430275,-0.03602399,0,1
-0.10719426,-0.041007996,-0.06470547,0,1
-0.09728013,-0.037233353,-0.07625353,0,1
-0.08791239,-0.02525425,-0.0839829,0,1
-0.10187822,-0.014177322,-0.06073468,0,1
-0.086728506,-0.013269424,-0.023255903,0,1
-0.036320124,-0.001232147,-0.06136543,0,1
-0.024451097,-0.002335548,-0.060357556,0,1
-0.039453965,0.004130363,-0.055171456,0,1
-0.041862153,-0.002781868,-0.063055955,0,1
-0.03978119,-0.05961895,-0.049049802,0,1
-0.05695589,-0.037697792,-0.05459651,0,1
-0.0523825,-0.027668953,-0.06436566,0,1
-0.07789066,-0.03664875,-0.0735835,0,1
-0.10335892,-0.037944794,-0.07691195,0,1
-0.13422418,-0.01324749,-0.09234986,0,1
-0.13671851,0.011254311,-0.109420106,0,1
-0.14168407,0.012798309,-0.122872695,0,1
-0.16489016,0.009504318,-0.13012636,0,1
