Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall,NegOutcome
0.014282391,-0.17233181,-0.482754,0,1
0.016368747,-0.17469978,-0.41700536,0,1
0.088920064,0.15752217,-0.21399157,0,1
0.10626652,0.28295323,-0.15941133,0,1
-0.005551513,0.20677088,-0.04260187,0,1
-0.0335534,0.11672782,-0.010239155,0,1
0.02219965,0.09675407,-0.015817393,0,1
0.014081895,0.06470965,-0.09503561,0,1
0.002093568,-0.012532239,-0.12505606,0,1
-0.08528392,-0.10431671,-0.12507308,0,1
-0.108443916,-0.11899376,-0.12206584,0,1
-0.07128354,-0.1827755,-0.16933991,0,1
-0.09324448,0.046887383,-0.19883013,0,1
-0.110419996,0.11447618,-0.21621093,0,1
-0.049595345,0.083406426,-0.22706997,0,1
-0.012751132,0.094585404,-0.18717556,0,1
-0.007012732,0.16179463,-0.16600284,0,1
-0.020763189,0.11722181,-0.27936918,0,1
-0.06988018,0.10147855,-0.36882642,0,1
-0.109134555,0.02261254,-0.59463465,0,1
-0.12669748,-0.10390189,-0.6815357,0,1
-0.14601274,-0.14741708,-0.6589664,0,1
-0.048045024,0.05438516,-0.44962448,0,1
-0.006578088,0.110456444,-0.34842205,0,1
-0.10334829,0.09250258,-0.16827585,0,1
-0.23362707,0.072578415,-0.052361708,0,1
-0.28019476,-0.11341572,0.034045562,0,1
-0.19005942,-0.2094755,0.037341774,0,1
-0.09420398,-0.28284356,-0.010119312,0,1
0.13490634,-0.52655596,-0.06898405,0,1
0.22146952,-0.5595817,-0.014760003,0,1
0.1603792,-0.10464475,0.19172649,0,1
-0.01305902,0.30578038,0.08827493,0,1
-0.2008683,0.45012662,-0.17735267,0,1
-0.80344164,0.6312789,-0.92847806,0,1
-0.9732575,0.705593,-1.3111798,0,1
-0.8867126,0.5871724,-1.457044,0,1
-0.37567028,-0.04674914,-0.4787294,0,1
-0.025880082,-0.3477697,-0.049546886,0,1
0.45680228,-0.49184698,0.17721817,0,1
0.42146358,-0.44392392,0.052789383,0,1
0.22896945,-0.49998376,-0.3159006,0,1
0.16116387,-0.18422031,-0.54162705,0,1
0.179618,0.022346467,-0.7028253,0,1
0.45746756,0.25081533,-0.77177197,0,1
0.5506701,0.26200196,-0.3910759,0,1
0.49660414,-0.029336894,0.44610327,0,1
0.6022828,-0.270647,0.29805297,0,1
0.5515866,-0.22081468,-0.026176441,0,1
0.17745411,0.13269897,-0.6802621,0,1
0.004925519,0.32915968,-0.9213379,0,1
-0.04107997,0.23390955,-1.0663466,0,1
0.13803187,-0.33141044,-1.057999,0,1
0.26771903,-0.2656412,-0.9623958,0,1
0.76295257,0.10889241,-0.8584769,0,1
0.91427696,0.18639657,-0.81559485,0,1
0.95833,0.003477099,-0.45188555,0,1
1.1721838,-0.014694191,-0.12711701,0,1
1.1922109,0.104191795,-0.13543308,0,1
0.7518844,0.13701914,-0.542584,0,1
0.347427,-0.00696375,-0.6408728,0,1
-0.21061414,-0.31942078,-0.20118213,0,1
-0.20668694,-0.13549423,-0.08555115,0,1
0.06127736,0.108530976,-0.281608,0,1
0.35935628,0.12741277,-0.6399996,0,1
0.2872014,-0.091274284,-0.7370834,0,1
0.11311321,-0.2434063,-0.53465855,0,1
-0.015650123,0.108133316,0.14429387,0,1
-0.05558969,0.17655754,0.19203992,0,1
-0.10585526,0.1570215,-0.1697529,0,1
-0.1313054,0.06646344,-0.47317174,0,1
-0.2570685,-0.12394814,-1.0075604,0,1
-0.13888898,-0.14053823,-0.6448404,0,1
0.07488254,-0.09415817,-0.21364103,0,1
0.3686492,0.14747334,0.26320896,0,1
0.33120742,0.24646091,0.14579235,0,1
0.06289402,0.20182797,-0.25710014,0,1
-0.2351638,-0.027039554,-0.4764417,0,1
-0.30818987,-0.086792015,-0.4533533,0,1
-0.16133969,-0.120459564,-0.2578228,0,1
-0.006908804,-0.011018761,-0.1904678,0,1
0.13483888,0.13165759,-0.20513254,0,1
0.07585309,-0.030372627,-0.24284396,0,1
0.10512346,-0.07650089,-0.21301305,0,1
0.20358236,-0.007716181,-0.16323844,0,1
0.24274531,0.02641296,-0.14832962,0,1
0.21188529,0.013559341,-0.11297932,0,1
0.23211983,-0.06292533,-0.1676983,0,1
0.24465728,-0.08242797,-0.19574586,0,1
0.21986505,-0.057085995,-0.27035272,0,1
0.19649231,-0.035967834,-0.34380287,0,1
0.124052584,0.028134327,-0.44701338,0,1
0.079530925,0.054934483,-0.40409875,0,1
0.10192338,0.029040318,-0.40480328,0,1
0.13601159,-0.026575102,-0.4136852,0,1
0.13716508,-0.022727026,-0.37903136,0,1
0.03752522,0.041496262,-0.25584576,0,1
0.13287553,0.012871734,-0.23333395,0,1
0.146804,0.014378538,-0.25409192,0,1
0.100893185,0.031250935,-0.3740973,0,1
0.12542647,0.01668547,-0.40250915,0,1
0.40285647,-0.08683394,-0.10593186,0,1
0.60112107,0.19134808,-0.01728035,0,1
0.53043807,0.20386408,-0.32549137,0,1
0.07930142,-0.047931712,-0.97529495,0,1
-0.111417025,-0.10595803,-1.0775969,0,1
-0.023632675,-0.107338935,-0.71788216,0,1
0.17930868,-0.048161514,-0.33733624,0,1
0.21280214,0.089833245,-0.20857528,0,1
0.14487262,0.10611914,-0.21866354,0,1
0.029523224,-0.06310083,-0.43885082,0,1
-0.09202191,-0.2198229,-0.6182444,0,1
0.13537166,-0.13197039,-0.22941825,0,1
0.2015232,-0.10982799,-0.063926585,0,1
0.19453588,-0.017885195,0.12111147,0,1
0.17274547,0.058163654,0.246962,0,1
0.16178818,0.07280256,0.42792526,0,1
0.097679146,-0.016509995,0.22147101,0,1
0.08450633,-0.059366215,0.082160085,0,1
0.03599962,-0.014060022,-0.07372575,0,1
