Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall,NegOutcome
-0.0927364,-0.028292647,0.11509001,0,1
-0.07936679,-0.014411925,0.03198259,0,1
-0.10268436,-0.017796524,-0.029947301,0,1
-0.11624822,-0.023410805,-0.036827173,0,1
-0.14185984,0.006246564,-0.012190429,0,1
-0.13220498,0.017157556,0.019625025,0,1
-0.05787565,-0.07029439,0.015206835,0,1
-0.026316307,-0.05340101,-0.04842704,0,1
-0.029273603,-0.042964946,-0.05483171,0,1
-0.02129973,0.000933646,-0.011408521,0,1
-0.004870011,-0.010998729,-0.013145487,0,1
0.028928993,-0.021273615,-0.010305955,0,1
0.055656534,-0.08839703,-0.001105583,0,1
0.05785693,-0.08817291,0.025874209,0,1
0.019926602,-0.03509426,0.01827568,0,1
-0.009964369,-0.010917665,0.00043135,0,1
0.006525032,0.002656936,-0.010733234,0,1
0.028313084,-0.013607984,-0.032185573,0,1
0.010637715,-0.013503079,-0.0237265,0,1
0.04485011,-0.014406204,0.010298836,0,1
0.06291722,-0.011140821,0.026202826,0,1
0.00667807,-0.016839981,0.016608195,0,1
-0.03727062,-0.004798887,0.0244943,0,1
-0.03343241,0.000845912,0.028160365,0,1
-0.002331714,-0.008011817,0.014638568,0,1
0.003861956,-0.003027915,0.011036427,0,1
-0.005731956,-0.04421807,-0.015185129,0,1
-0.034596957,-0.01807404,-0.006871925,0,1
-0.015918551,-0.014968876,-0.014002359,0,1
0.04965429,-0.038146984,-0.054895353,0,1
0.04466029,-0.044850357,-0.05088515,0,1
0.025973903,-0.021190649,-0.03770844,0,1
0.003542127,-0.003414156,-0.011404311,0,1
0.013414289,-0.006223679,0.006008831,0,1
0.04892255,-0.032886505,0.01842023,0,1
0.065307826,-0.02961254,0.035356503,0,1
0.045762632,-0.010739323,0.031912494,0,1
0.055041544,-0.012342458,-0.030961657,0,1
0.04370385,-0.007269863,-0.034338973,0,1
0.010923725,0.000770565,-0.039271113,0,1
0.021599852,-0.019637115,-0.048237383,0,1
0.02404884,-0.054100048,-0.03653632,0,1
0.003353487,-0.045847893,0.020718394,0,1
0.009952145,-0.04823113,0.01722423,0,1
0.002595464,-0.012761119,-0.005860753,0,1
-0.007720653,-0.001941681,0.003323489,0,1
-0.007656872,-0.0032587,0.04961051,0,1
-0.029578682,-0.015293117,0.058136255,0,1
-0.026440933,-0.025304792,0.048946775,0,1
-0.010717309,-0.01184273,0.001158043,0,1
0.000713478,0.003707886,-0.001592504,0,1
-0.006208627,-0.000463486,-0.003096056,0,1
0.005900347,-0.046725277,-0.004621407,0,1
-0.000886268,-0.05284119,0.024286458,0,1
-0.015610205,-0.01462936,0.046615526,0,1
-0.016136246,-0.0090723,0.039304633,0,1
-0.003759306,-0.017161366,0.042266842,0,1
-0.0220589,-0.004743571,0.04682737,0,1
-0.04334602,-0.003754611,0.04859581,0,1
-0.040437806,-0.02653408,0.028944558,0,1
-0.029454324,-0.051818855,0.008367741,0,1
0.005143753,-0.03919888,0.004036754,0,1
0.023412688,-0.026885986,0.02930324,0,1
0.034509894,-0.03717327,0.015509839,0,1
0.034870718,-0.04439831,-0.011236876,0,1
0.02469693,-0.03938103,-0.016970342,0,1
-0.01636781,-0.041821484,0.00094393,0,1
-0.029970909,-0.040682796,0.0116563,0,1
-0.018470345,-0.040807728,-0.013233984,0,1
-0.01194191,-0.039599426,-0.029741023,0,1
-0.016638372,-0.01896954,-0.018879957,0,1
-0.020584403,-0.002765659,-0.023230134,0,1
-0.03015516,-0.005712512,-0.013113899,0,1
-0.028388979,-0.001373293,-0.015130436,0,1
-0.036744762,-0.01302624,-0.003052473,0,1
-0.03804457,-0.022303581,0.014867769,0,1
-0.017227402,-0.012613296,0.028504962,0,1
-0.03487787,0.005124097,0.039088026,0,1
-0.042132434,-0.007388114,0.023858072,0,1
-0.033451315,0.001588815,-0.0495608,0,1
-0.040256042,0.009811393,-0.07665397,0,1
-0.040194456,-0.000430119,-0.09684442,0,1
-0.045463093,-0.008695609,-0.03825601,0,1
-0.053607833,-0.004540445,0.000153584,0,1
-0.04058121,-0.040448193,0.019343264,0,1
-0.014968662,-0.05039025,0.005673102,0,1
-0.032602623,0.004783636,0.043229178,0,1
-0.01883179,0.004001634,0.13813259,0,1
-0.012434445,-0.012568457,0.16160607,0,1
-0.033790257,-0.03482722,0.12708473,0,1
-0.033550452,-0.03194522,0.102421306,0,1
-0.013156579,-0.019695278,0.049394425,0,1
-0.00932614,-0.01022721,-0.045009263,0,1
-0.032159697,-0.011858951,-0.07202812,0,1
-0.060017105,-0.038500797,-0.06282593,0,1
-0.05170515,-0.04798223,-0.050069075,0,1
-0.00718794,-0.047764797,-0.098596066,0,1
-0.027996443,-0.039732,-0.16114841,0,1
-0.0344762,-0.002511049,-0.19746728,0,1
-0.013866631,0.046021443,-0.18471552,0,1
0.005327278,0.03147887,-0.1200595,0,1
0.038150154,-0.047150616,0.022813553,0,1
0.041618623,-0.0484724,0.08303832,0,1
0.027084645,-0.038871758,0.081781164,0,1
0.028125629,-0.04967117,0.07764054,0,1
0.022583958,-0.053914066,0.08399379,0,1
-0.012337788,-0.01639461,0.0660078,0,1
-0.05199395,-0.008008954,0.038800955,0,1
-0.06596085,-0.03229046,0.0464832,0,1
-0.08507681,-0.07128621,0.012531978,0,1
-0.08600969,-0.06696034,-0.005588581,0,1
-0.07590515,-0.037484176,-0.01226134,0,1
-0.07148259,-0.004721643,0.001314703,0,1
-0.069704846,0.009731295,0.018590571,0,1
-0.056693375,0.01780701,0.025555816,0,1
-0.04595466,0.008751873,0.030495105,0,1
-0.014131882,-0.027553555,0.06640123,0,1
-0.004030842,-0.024069784,0.055063765,0,1
-0.023930397,-0.017965315,0.036250185,0,1
-0.052643828,-0.018465998,0.007473556,0,1
-0.0510481,-0.024374012,0.002698922,0,1
-0.05657423,-0.012444496,0.020188449,0,1
-0.038346097,-0.04067707,0.04110234,0,1
-0.027243728,-0.061442375,0.056714833,0,1
-0.036749654,-0.042971607,0.06807443,0,1
-0.056136742,-0.025327679,0.0771413,0,1
-0.051753588,-0.022555334,0.16898397,0,1
0.005214291,-0.088939644,0.23532116,0,1
0.01613057,-0.09863375,0.2425259,0,1
0.05253803,-0.07976911,0.26095527,0,1
0.059447493,-0.06928346,0.26500508,0,1
0.013320831,-0.006866448,0.06987006,0,1
-0.09224279,0.035524346,-0.21851748,0,1
-0.13469444,0.06691549,-0.2655638,0,1
-0.1490931,0.10326574,-0.28013298,0,1
-0.16213088,0.057076424,-0.29877436,0,1
-0.16568594,-0.03735737,-0.28261712,0,1
-0.1109801,-0.029851953,-0.289419,0,1
-0.051635884,0.0139837,-0.23708741,0,1
0.036988176,0.041127197,-0.10392618,0,1
0.06976109,0.005641931,-0.06390911,0,1
0.07872861,-0.06271077,0.012088779,0,1
0.09070286,-0.04074383,0.001245668,0,1
0.06427349,-0.033168796,-0.017402539,0,1
-0.026401801,-0.015235917,-0.111578144,0,1
-0.0725982,-0.01815035,-0.14837506,0,1
-0.120329574,-0.01170446,-0.1019414,0,1
-0.046923727,-0.020643245,-0.075734496,0,1
-0.02489056,-0.015553485,-0.06528145,0,1
-0.03929667,-0.028584484,0.002250764,0,1
-0.028635152,-0.050407413,0.0432096,0,1
0.02205559,-0.040657036,0.09539618,0,1
0.04141685,-0.04841422,0.1473128,0,1
0.046460383,-0.052638993,0.17288366,0,1
0.029523253,-0.046229348,0.16008012,0,1
0.020654215,-0.023079861,0.115109526,0,1
0.002437628,-0.006266587,0.0701667,0,1
0.009881762,-0.02910709,0.0670728,0,1
-0.000529852,-0.038723942,0.069984496,0,1
-0.065535046,-0.05029202,0.02988919,0,1
-0.111423634,-0.026316648,0.002451063,0,1
-0.13815634,0.02455616,-0.022042891,0,1
-0.10435551,-0.009464269,-0.01721985,0,1
-0.102125384,-0.024087913,-0.011852291,0,1
-0.101509266,-0.016226768,0.024245689,0,1
-0.086768195,-0.023756025,0.05267197,0,1
-0.047095526,-0.037664413,0.04424006,0,1
-0.06254431,-0.028091434,0.001522286,0,1
-0.04935872,-0.014184955,-0.005399331,0,1
-0.03852027,0.008502011,0.034953725,0,1
-0.029186407,-0.002437586,0.051342033,0,1
0.025150519,-0.05308151,0.07624664,0,1
0.016984537,-0.026248926,0.07332735,0,1
0.017136507,-0.016557686,0.07393176,0,1
0.019379286,-0.00694083,0.10923779,0,1
0.024229087,-0.01770686,0.106347084,0,1
0.020336939,-0.040649407,0.08047242,0,1
-0.007836956,-0.022252074,0.08823091,0,1
-0.038627744,-0.009718885,0.101614274,0,1
-0.039735097,-0.039966583,0.032257356,0,1
-0.03966561,-0.039451603,0.007544991,0,1
-0.015345988,-0.03152276,-0.021283254,0,1
-0.029794145,-0.025548944,-0.048466925,0,1
-0.030150136,-0.00709916,-0.059763957,0,1
-0.026514454,-0.006957065,-0.0850511,0,1
-0.015519401,-0.009710323,-0.0811065,0,1
-0.003679108,-0.013800631,-0.06985375,0,1
-0.009577783,-0.04361821,-0.024645895,0,1
-0.010415222,-0.05658913,0.021679647,0,1
-0.012202736,-0.009480473,0.04087709,0,1
-0.041056395,0.007534987,0.049517706,0,1
-0.040509365,-0.045969013,0.013865331,0,1
-0.026449272,-0.035148628,-0.013467821,0,1
-0.048837647,-0.00406361,-0.020219672,0,1
-0.02640127,0.0204792,-0.021013616,0,1
0.037127927,-0.010976795,-0.02501848,0,1
0.068283446,-0.029710775,-0.031280655,0,1
